id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,zscore
7035513,Sunny 1BR on UES.,36885571,Vitaly,Manhattan,Upper East Side,40.77098,-73.95034,Entire home/apt,2.184691430817599,1,76,2019-06-23,1.61,1,305,1.4493368432669147
7035579,Bright spacious 1BR w high ceilings,36885622,James,Manhattan,Upper West Side,40.7855,-73.97642,Entire home/apt,2.0969100130080562,1,0,,,1,0,0.4771596429810801
7036285,Couch or space in shared apartment,36889987,Lisa,Manhattan,East Village,40.72815,-73.97598,Shared room,2.0,1,0,,,1,0,-0.3908557144169866
7037537,Gigantic Private Brooklyn Apartment,36897569,Nikki,Brooklyn,Greenpoint,40.72442,-73.93957,Entire home/apt,2.060697840353612,10,2,2016-07-06,0.04,1,0,0.12995350002185344
7037585,Sunny & Spacious near Central Park,2170381,Guida,Manhattan,East Harlem,40.79674,-73.94449,Private room,1.863322860120456,5,4,2016-01-06,0.08,1,242,-1.3283123004068986
7041968,1 BR apartment sublet.,36926132,Tassili,Manhattan,Harlem,40.80594,-73.95363,Entire home/apt,1.9030899869919435,5,0,,,1,0,-1.08526800033544
7047076,Patio Oasis in Upper East Side,3434070,Margaret,Manhattan,Upper East Side,40.77703,-73.94773,Entire home/apt,2.2013971243204513,4,8,2016-08-08,0.17,1,0,1.6576605290424509
7047329,Adorable One-Bed in Williamsburg!,36956206,Taylor,Brooklyn,Williamsburg,40.71687,-73.94656,Entire home/apt,2.146128035678238,1,66,2019-06-16,1.35,1,5,0.9979688574199201
7048508,"Welcoming, Clean, Cheap on St Marks",26389845,Felipe,Manhattan,East Village,40.72826,-73.98422,Private room,2.113943352306837,1,8,2015-09-06,0.16,2,0,0.6507627144606934
7048518,Spare room in Williamsburg,36962041,Krik,Brooklyn,Williamsburg,40.70862,-73.94651,Private room,1.9030899869919435,1,0,,,1,0,-1.08526800033544
7050731,"Comfy, bright room in Brooklyn",2042568,Megan,Brooklyn,Park Slope,40.67505,-73.98045,Private room,1.9777236052888478,3,0,,,1,0,-0.5644587858965999
7051619,Big Studio-One Stop from Midtown,36980964,Christopher,Queens,Long Island City,40.74989,-73.93777,Entire home/apt,2.1903316981702914,2,5,2015-10-11,0.1,1,0,1.51877807185876
7053502,Artist Ft Greene Brownstone Garden View,36894011,Miriam,Brooklyn,Fort Greene,40.68835,-73.9736,Private room,2.0791812460476247,2,77,2019-06-26,1.68,2,0,0.30355657150146675
7053815,HUGE Entire Flr. Private Entry/Bath,18600674,Jeannie,Brooklyn,Williamsburg,40.71805,-73.93973,Private room,2.012837224705172,100,128,2018-05-10,2.63,1,358,-0.2866938715292186
7054267,"Clean, quiet Upper East Side apt .",36998520,Alex And Lindsey,Manhattan,Upper East Side,40.76719,-73.95358,Entire home/apt,2.1903316981702914,15,0,,,1,0,1.51877807185876
7054405,Large room in Prospect Park,36999491,Kyle,Brooklyn,Flatbush,40.65326,-73.96011,Private room,1.9030899869919435,1,0,,,1,0,-1.08526800033544
7054468,Lovely Light-Filled Room,29702921,Navarra,Manhattan,East Village,40.72206,-73.97982,Private room,1.9030899869919435,1,0,,,1,0,-1.08526800033544
7054585,"Spacious Loft in NYC, close to all",24830540,David,Brooklyn,Williamsburg,40.71188,-73.95088,Private room,1.9294189257142926,1,1,2015-10-07,0.02,1,0,-0.9116649288558266
7054797,"2 brm, fully equip  bth/rm, kitchen, 2nd fl walkup",32220047,Dalton,Queens,Springfield Gardens,40.68485,-73.76063,Entire home/apt,2.1760912590556813,3,7,2019-05-27,0.19,3,179,1.3451750003791467
7059663,WALk 2MOMACENTRAL PARK 1bedroomliving roomQtrain,29204097,Jason,Manhattan,Upper East Side,40.77516,-73.95224,Entire home/apt,2.2041199826559246,1,18,2019-06-23,0.95,1,180,1.6923811433383735
7061944,"Charming, bright and airy studio",2180889,Lisa,Brooklyn,Brooklyn Heights,40.69454,-73.99499,Entire home/apt,2.0969100130080562,1,0,,,1,24,0.4771596429810801
7062446,Midtown Manhattan Hideout,16639377,Brad,Manhattan,Midtown,40.74631,-73.98551,Private room,2.1760912590556813,1,0,,,1,0,1.3451750003791467
7062987,FULL cozy 1 bedroom apt in the UES,4193378,Laureen,Manhattan,Upper East Side,40.77269,-73.95055,Entire home/apt,2.146128035678238,7,8,2018-01-04,0.18,1,0,0.9979688574199201
7064148,Sunny room w/ Private Bath&Balcony!,11068937,Kara,Brooklyn,Greenpoint,40.73136,-73.95276,Private room,2.146128035678238,2,21,2016-05-30,0.43,2,0,0.9979688574199201
7064199,One-month SUBLET - bright big room,37040263,Hector And Miriam,Brooklyn,Bushwick,40.69682,-73.91458,Private room,1.9030899869919435,1,1,2015-07-14,0.02,1,0,-1.08526800033544
7064935,Private Room in Gorgeous  Apartment In Manhattan,33622924,Besinfe,Manhattan,Harlem,40.8298,-73.94683,Private room,1.845098040014257,1,141,2019-06-20,2.99,4,348,-1.4324741432946666
7065307,Central Soho Apartment,4242708,Jen,Manhattan,SoHo,40.726,-74.00204,Entire home/apt,2.1760912590556813,4,12,2019-01-01,0.31,1,0,1.3451750003791467
7066122,1 BEDROOM PENTHOUSE W AMAZING VIEWS,7951613,Andrew,Queens,Long Island City,40.7419,-73.95738,Entire home/apt,2.0969100130080562,2,7,2016-07-03,0.14,1,0,0.4771596429810801
7066414,Fabulous Apartment with Soaking Tub,13347167,AFI Apartments,Manhattan,Upper East Side,40.77553,-73.95343,Entire home/apt,2.0791812460476247,30,2,2018-12-22,0.08,29,209,0.30355657150146675
7069743,Private Bedroom in Shared Apartment,17475096,Rosemary,Brooklyn,Flatbush,40.65192,-73.96023,Private room,1.8750612633917,1,0,,,2,0,-1.2588710718150533
7070947,Exposed Brick Large Soho Nolita Apt,17470984,Andy,Manhattan,Chinatown,40.71813,-73.99665,Private room,1.9493900066449128,3,7,2019-04-30,0.18,1,317,-0.772782471672136
7071672,Top floor apartment weside Harlem,37077066,Drew,Manhattan,Harlem,40.81863,-73.95748,Private room,1.954242509439325,1,0,,,1,0,-0.7380618573762132
7072245,Room in Heart of East Village!,6474887,Dean,Manhattan,East Village,40.72397,-73.97855,Private room,2.060697840353612,1,0,,,1,0,0.12995350002185344
7072541,"1Bdr Artist Apt. (L,M,J,Z trains)",35819315,Hui & Jon,Brooklyn,Bushwick,40.6942,-73.92024,Entire home/apt,2.1760912590556813,4,11,2017-05-22,0.23,2,8,1.3451750003791467
7073436,Williamsburg Private Retreat_NYC,2141626,Alejandro,Brooklyn,Williamsburg,40.71067,-73.95419,Private room,2.037426497940624,2,118,2019-07-01,2.54,1,14,-0.07837018575368258
7074232,Studio with Outdoor Space,4133458,Rob,Brooklyn,Bedford-Stuyvesant,40.68358,-73.95282,Entire home/apt,2.0791812460476247,2,0,,,1,0,0.30355657150146675
7074504,Lovely private room with half bath,37091023,Olivia,Brooklyn,Park Slope,40.67102,-73.9808,Private room,2.0,1,1,2015-07-19,0.02,1,0,-0.3908557144169866
7075449,Bushwick Beauty,11453695,Sasha,Brooklyn,Bushwick,40.70317,-73.92724,Private room,1.9294189257142926,6,1,2015-07-06,0.02,1,0,-0.9116649288558266
7082866,Comfy Alcove Studio,6766728,Javier,Manhattan,East Village,40.72639,-73.98756,Entire home/apt,2.1760912590556813,4,1,2016-01-02,0.02,1,0,1.3451750003791467
7083264,"PERFECT: Times Squ., Broadway CntPrk, Bars, Eats,",32212535,Bronson & Sam,Manhattan,Hell's Kitchen,40.76551,-73.98899,Shared room,2.0644579892269186,2,101,2018-12-01,2.07,2,42,0.1646741143177761
7084130,Large Sunny Private Room,22095455,Danni,Manhattan,Civic Center,40.71674,-74.00334,Private room,2.0,5,1,2015-08-03,0.02,1,0,-0.3908557144169866
7086310,Chic room in big apt near Columbia Medical Center,37138042,John And Kelsey,Manhattan,Washington Heights,40.83621,-73.94646,Private room,1.9030899869919435,3,112,2019-06-21,2.29,1,144,-1.08526800033544
7086331,"Quiet city stay, steps to subway, 15 to Times Sq.",3923244,Bryan,Queens,Astoria,40.76623,-73.91902,Entire home/apt,1.9030899869919435,5,17,2019-04-07,0.35,1,12,-1.08526800033544
7086539,LARGE APARTMENT near TRAIN!!,24982709,Jermaine Antonio,Brooklyn,Bushwick,40.68774,-73.9155,Entire home/apt,2.041392685158225,29,103,2019-02-28,2.16,1,222,-0.04364957145775991
7087528,Private Cozy Bedroom,5476918,Joann,Bronx,Kingsbridge,40.87183,-73.90371,Private room,1.8750612633917,1,0,,,1,0,-1.2588710718150533
7089639,"Cozy Room, Heart of East Village",19834927,Ryan,Manhattan,East Village,40.72382,-73.98171,Private room,1.9030899869919435,1,3,2016-01-02,0.06,1,0,-1.08526800033544
7090264,UNFURNISHED Bed-Stuy 1BR garden apt,10285950,Christina,Brooklyn,Bedford-Stuyvesant,40.68403,-73.92071,Entire home/apt,2.0969100130080562,30,3,2017-07-21,0.11,3,308,0.4771596429810801
7091014,Cute and Cozy in South Slope/Gowanus Brooklyn,24825760,Jacky,Brooklyn,Gowanus,40.66664,-73.99348,Private room,1.9030899869919435,2,18,2017-10-08,0.52,1,189,-1.08526800033544
7091390,Apartment on Riverside,14329995,Nikolas,Manhattan,Harlem,40.82632,-73.95168,Entire home/apt,2.0969100130080562,4,2,2018-06-25,0.04,1,0,0.4771596429810801
7092505,Beautiful duplex studio with 2 queen beds,7503643,Vida,Brooklyn,Greenpoint,40.72568,-73.94142,Entire home/apt,2.110589710299249,30,4,2019-06-15,0.08,52,357,0.6160421001647708
7093122,Perfect Downtown Location in Nolita,36562419,Dan,Manhattan,Nolita,40.72123,-73.99513,Private room,1.954242509439325,1,1,2015-07-17,0.02,1,0,-0.7380618573762132
7093920,Roosevelt Island Charm,37181980,Svetlana,Manhattan,Roosevelt Island,40.76193,-73.94933,Private room,1.919078092376074,2,178,2019-07-05,3.72,1,255,-0.9811061574476719
7094110,Cozy apartment near Central Park!,25109461,Alex,Manhattan,East Harlem,40.79326,-73.93988,Entire home/apt,2.0086001717619175,1,0,,,1,11,-0.32141448582514126
7094262,53rd & 3rd Midtown Manhattan,22625462,Gwendolyn,Manhattan,Midtown,40.75788,-73.9689,Entire home/apt,2.173186268412274,2,14,2016-05-01,0.3,1,0,1.310454386083224
7094462,Adorable One Bedroom in Greenpoint,10896584,Julianna,Brooklyn,Greenpoint,40.7324,-73.95828,Entire home/apt,2.0791812460476247,2,6,2015-10-04,0.13,1,0,0.30355657150146675
7094539,Tranquil haven in bubbly Brooklyn,2052211,Adriana,Brooklyn,Windsor Terrace,40.6536,-73.97546,Entire home/apt,2.155336037465062,14,2,2016-08-27,0.04,1,10,1.1021307003076881
7094619,Luxury Apt in Prime Location,37186427,Olta,Manhattan,Kips Bay,40.7449,-73.97959,Private room,2.0791812460476247,1,1,2015-07-24,0.02,1,0,0.30355657150146675
7095125,"Discount! Mins to SOHO -Queen bed, spacious",36656552,Kandee,Manhattan,Lower East Side,40.71892,-73.99241,Private room,2.1760912590556813,1,51,2018-09-06,1.05,3,0,1.3451750003791467
7095426,Stunning studio on Wall street,2252859,Anne-Sophie,Manhattan,Financial District,40.70668,-74.00913,Entire home/apt,2.2041199826559246,200,0,,,1,365,1.6923811433383735
7095534,Private BR in ABC,37191710,Kevin,Manhattan,East Village,40.72474,-73.98273,Private room,2.041392685158225,1,1,2015-07-23,0.02,1,0,-0.04364957145775991
7095708,NYC Brooklyn Rooftop Full Apartment,37191929,John,Brooklyn,Crown Heights,40.67921,-73.9603,Entire home/apt,2.0969100130080562,2,31,2018-03-04,0.67,1,0,0.4771596429810801
7095888,A Spacious & Homelike Brooklyn Stay,32252422,Mckinley,Brooklyn,Canarsie,40.64796,-73.89176,Entire home/apt,2.041392685158225,2,38,2019-07-06,0.81,2,290,-0.04364957145775991
7101296,Cute apartment in Upper West Side,37011739,Stacey,Manhattan,Upper West Side,40.79435,-73.9745,Entire home/apt,2.161368002234975,5,7,2018-08-01,0.16,1,0,1.1715719288995334
7110657,1BR Perfect Williamsburg Location,37248762,Roger,Brooklyn,Williamsburg,40.71643,-73.95431,Private room,1.954242509439325,3,0,,,1,0,-0.7380618573762132
7111775,Charming Park Slope Studio,37252712,Shira,Brooklyn,Park Slope,40.66817,-73.98406,Entire home/apt,2.0,3,5,2018-02-24,0.17,1,0,-0.3908557144169866
7112684,Sunny & Clean Apt  ideal location E.Williamsburg!,26998839,Shahar,Brooklyn,Williamsburg,40.70684,-73.93854,Entire home/apt,1.954242509439325,7,6,2019-06-07,0.15,2,302,-0.7380618573762132
7113258,Private sunny room in Bushwick,11725595,Basil,Brooklyn,Bushwick,40.70415,-73.92551,Private room,2.0,1,0,,,1,0,-0.3908557144169866
7113393,King size Bed/room in 2 Bed Apt in E.Williamsburg,26998839,Shahar,Brooklyn,Williamsburg,40.70675,-73.93909,Private room,1.9294189257142926,11,7,2016-09-17,0.14,2,316,-0.9116649288558266
7116071,30 Minutes to Manhattan / Sleeps 7,36903907,Moe,Brooklyn,Bensonhurst,40.61112,-74.00028,Entire home/apt,2.161368002234975,2,207,2019-07-02,4.26,1,287,1.1715719288995334
7116799,Spring special ~,37291339,Latoya,Queens,Jamaica,40.69121,-73.78342,Entire home/apt,2.113943352306837,2,77,2019-04-23,1.65,1,322,0.6507627144606934
7116864,Central Park 1BR Apt NYC Manhattan,20515254,Gill,Manhattan,Upper West Side,40.76812,-73.98341,Entire home/apt,1.99563519459755,3,99,2019-06-23,2.08,1,45,-0.42557632871290924
7122067,Finally! A room with amazing vibes!,37275619,David,Manhattan,Washington Heights,40.85471,-73.93021,Private room,1.954242509439325,1,0,,,1,0,-0.7380618573762132
7124926,Sunny 2BR in Heart of Fort Greene,2055744,Hila,Brooklyn,Fort Greene,40.68842,-73.97254,Entire home/apt,2.173186268412274,4,1,2015-12-31,0.02,1,0,1.310454386083224
7125323,Beautiful UWS apartment in doorman building,5549408,Aryeh,Manhattan,Upper West Side,40.79033,-73.9729,Entire home/apt,2.146128035678238,2,4,2016-10-26,0.09,1,0,0.9979688574199201
7126110,Sunny East Village Bedroom,37325763,Noah,Manhattan,East Village,40.72393,-73.98271,Private room,2.0,1,0,,,1,0,-0.3908557144169866
7126996,Williamsburg 2 BR Apt w View of NYC,37191276,Deniz,Brooklyn,Williamsburg,40.71255,-73.95121,Private room,2.0969100130080562,2,0,,,1,0,0.4771596429810801
7127458,Great 1 bdr in a 1 bedroom apartment. Great deal!,37332180,Thibault,Queens,Astoria,40.76264,-73.91156,Entire home/apt,1.845098040014257,4,10,2017-10-10,0.21,1,0,-1.4324741432946666
7127600,"Spacious Room in Crown Heights, BK",950041,Caitlin,Brooklyn,Crown Heights,40.66851,-73.95936,Private room,1.845098040014257,3,5,2016-02-29,0.11,1,21,-1.4324741432946666
7128293,Room With a View – Minimalist Respite in Bed-Stuy,1574618,Alyson,Brooklyn,Bedford-Stuyvesant,40.6937,-73.94501,Private room,1.9777236052888478,4,47,2019-05-28,1.01,1,3,-0.5644587858965999
7131007,Cozy Home in Brooklyn Brownstone,2830197,Roberta & Rob,Brooklyn,Bedford-Stuyvesant,40.6852,-73.95636,Entire home/apt,2.041392685158225,3,14,2017-10-15,0.29,1,0,-0.04364957145775991
7132891,Bohemian & Chic Apartment.,23988743,Rachid,Brooklyn,Bushwick,40.69319,-73.92375,Private room,1.8750612633917,2,22,2019-06-04,0.46,1,362,-1.2588710718150533
7133488,Private room in Astoria Broadway st,37188098,Ashraful,Queens,Astoria,40.75878,-73.92615,Private room,1.9294189257142926,2,32,2016-07-02,0.67,2,177,-0.9116649288558266
7134343,Modern Apartment in a Historic Home,37368735,Harry,Brooklyn,Bedford-Stuyvesant,40.67995,-73.90922,Entire home/apt,1.9867717342662448,2,120,2019-06-27,2.75,1,292,-0.4950175573047546
7134550,LES Bowery FULL 1 BDRM APARTMENT,36715249,Abdur,Manhattan,Chinatown,40.71706,-73.99285,Entire home/apt,2.041392685158225,3,0,,,1,0,-0.04364957145775991
7141549,"Sunny, beautiful and spacious room in Midtown",16396714,Andrea,Manhattan,Kips Bay,40.74281,-73.97981,Private room,2.0791812460476247,7,11,2019-04-27,0.32,3,2,0.30355657150146675
7142734,1 Bedroom w/Jacuzzi in Private Home,37405985,Jenny,Queens,Forest Hills,40.71818,-73.84944,Private room,2.037426497940624,1,86,2019-06-30,1.78,1,344,-0.07837018575368258
7143587,Quiet 1-BR in SoHo; Private Rooftop,37410263,David,Manhattan,SoHo,40.72179,-73.99829,Entire home/apt,2.2013971243204513,31,8,2016-09-04,0.17,1,0,1.6576605290424509
7144379,Sunny bedroom in the heart of LES,34582356,Christina,Manhattan,Lower East Side,40.71754,-73.99025,Private room,1.8750612633917,1,1,2015-07-09,0.02,1,0,-1.2588710718150533
7148121,Cozy LARGE NYC Bedroom w/homeoffice,4036685,Norman,Queens,Bayside,40.75873,-73.76244,Private room,1.99563519459755,1,3,2018-09-07,0.06,2,322,-0.42557632871290924
7149408,Cozy private room in Manhattan,37440707,Jacqui,Manhattan,Upper West Side,40.79355,-73.97122,Private room,1.9777236052888478,1,0,,,1,0,-0.5644587858965999
7151565,"Bottom half of duplex, Williamsburg",37453881,Hadrien,Brooklyn,Williamsburg,40.71827,-73.94258,Private room,1.9777236052888478,1,6,2018-10-20,0.17,1,0,-0.5644587858965999
7153138,Sunny and Airy near Manhattan,6312248,Angelle,Brooklyn,Bedford-Stuyvesant,40.68785,-73.92782,Entire home/apt,2.0791812460476247,2,74,2019-04-30,1.83,2,60,0.30355657150146675
7155442,Huge Room in Prime Williamsburg,1279181,Matthew,Brooklyn,Williamsburg,40.7155,-73.95603,Private room,2.1760912590556813,1,0,,,1,0,1.3451750003791467
7158408,Warehouse loft apartment,5602641,David,Brooklyn,Bedford-Stuyvesant,40.67939,-73.94939,Entire home/apt,2.130333768495006,2,174,2019-06-12,3.58,1,5,0.8243657859403067
7158417,Dov & Naomi's Beautiful Apt.,15878233,Dov,Brooklyn,Kensington,40.64456,-73.97723,Entire home/apt,2.060697840353612,4,3,2018-07-31,0.09,1,0,0.12995350002185344
7159258,Forrest and Bogart,292421,Steven,Brooklyn,Bushwick,40.70272,-73.93151,Private room,2.0,1,14,2018-09-13,0.37,1,0,-0.3908557144169866
7160363,LOVE Central Park Room Private Bath,25517905,Andreias,Manhattan,Upper West Side,40.79632,-73.96225,Private room,1.99563519459755,1,222,2019-06-20,4.56,3,251,-0.42557632871290924
7160545,Sunny East Village Nest,334348,Juju,Manhattan,East Village,40.72299,-73.97756,Entire home/apt,2.1702617153949575,3,9,2019-01-25,0.19,1,8,1.2757337717873014
7161189,Modern and spacious in Bed Stuy,37503617,Sonia,Brooklyn,Bedford-Stuyvesant,40.69325,-73.94819,Entire home/apt,2.1760912590556813,7,3,2015-10-05,0.06,1,0,1.3451750003791467
7172107,Upper West Side Family Escape,37565381,Rebecka,Manhattan,Upper West Side,40.79527,-73.96695,Entire home/apt,2.2174839442139063,5,5,2016-04-14,0.1,1,0,1.8659842148179868
7173864,"Beautiful, spacious 1 bedroom in BK",20914965,Karen,Brooklyn,Kensington,40.64621,-73.98163,Entire home/apt,1.9777236052888478,1,4,2015-07-19,0.08,1,0,-0.5644587858965999
7174067,Quiet 1 bedroom near Fort Greene Park,25912623,Allison,Brooklyn,Fort Greene,40.68726,-73.97616,Entire home/apt,2.110589710299249,1,9,2019-06-15,0.41,1,157,0.6160421001647708
7176975,New/spacious 2 bedrooom 1.5 bath!,32933539,Maria,Manhattan,Washington Heights,40.83524,-73.943,Entire home/apt,2.2174839442139063,4,1,2016-06-29,0.03,1,0,1.8659842148179868
7177958,Convienent 1-bedroom near Columbia,780952,Maria,Manhattan,Morningside Heights,40.80441,-73.96409,Entire home/apt,2.0791812460476247,2,7,2016-10-10,0.15,1,0,0.30355657150146675
7180015,"private room, cute&cozy apartment",37614545,Linda,Queens,Astoria,40.75871,-73.91112,Private room,1.9294189257142926,1,0,,,1,0,-0.9116649288558266
7181422,Cute 1br in Williamsburg,4993337,Stephanie,Brooklyn,Williamsburg,40.71044,-73.953,Entire home/apt,2.041392685158225,1,2,2015-08-10,0.04,1,0,-0.04364957145775991
7193201,Private RM in Heart of East Village,33739627,Natasha,Manhattan,East Village,40.72896,-73.9843,Private room,1.99563519459755,1,4,2015-10-24,0.08,1,0,-0.42557632871290924
7194042,Spacious Williamsburg Loft Studio,7546816,Emma,Brooklyn,Williamsburg,40.71781,-73.96251,Entire home/apt,2.225309281725863,2,20,2018-11-11,0.41,1,0,1.9701460577057548
7195202,Sunny central Wmsburg Apartment,2902496,Craig,Brooklyn,Williamsburg,40.7113,-73.94249,Entire home/apt,1.99563519459755,1,2,2015-11-29,0.04,1,0,-0.42557632871290924
7198592,"Lovely 2 Bdrm. Trains, Parks, Food!",140817,Carly,Manhattan,Inwood,40.86717,-73.91943,Entire home/apt,2.161368002234975,3,9,2018-12-30,0.23,1,0,1.1715719288995334
7199258,"Private Apt & Patio (spacious, stocked and bright)",11241369,Elizabeth,Brooklyn,Crown Heights,40.67026,-73.9497,Entire home/apt,2.113943352306837,2,151,2019-05-19,3.16,1,36,0.6507627144606934
7201169,midtown apartment,37243004,Barry,Manhattan,Midtown,40.75255,-73.98003,Entire home/apt,2.2227164711475833,1,0,,,1,0,1.9354254434098321
7202170,Midtown East penthouse studio,37711914,Aleksandar,Manhattan,Murray Hill,40.74882,-73.97788,Entire home/apt,2.2041199826559246,10,25,2019-06-30,0.53,1,1,1.6923811433383735
7202368,Chic Studio Apartment in Bed Stuy,23952819,Jason,Brooklyn,Bedford-Stuyvesant,40.68651,-73.933,Entire home/apt,1.9912260756924949,3,91,2019-06-23,1.92,2,217,-0.46029694300883195
7202612,"Queen Bed, Quiet Room, Prime Williamsburg!",7252535,Wes,Brooklyn,Williamsburg,40.71279,-73.96037,Private room,1.954242509439325,2,262,2019-06-20,5.41,2,226,-0.7380618573762132
7203943,Waterfront in Williamsburg,21381325,Tara,Brooklyn,Williamsburg,40.70999,-73.9689,Private room,2.0,1,0,,,1,0,-0.3908557144169866
7204443,Peaceful Room in Dumbo Art Loft,37723496,Anna,Brooklyn,DUMBO,40.70429,-73.98773,Private room,2.0969100130080562,2,152,2019-06-23,3.16,2,166,0.4771596429810801
7204547,HUGE 1BD! 5 min to MNHTN!,7065810,Chiara,Brooklyn,Fort Greene,40.68677,-73.97791,Entire home/apt,2.1760912590556813,2,0,,,1,0,1.3451750003791467
7204721,Charming Cozy Brooklyn 1BR,37188272,Rachel,Brooklyn,Crown Heights,40.67357,-73.95268,Entire home/apt,1.9777236052888478,2,4,2016-07-25,0.11,1,0,-0.5644587858965999
7205212,Sunny Studio Next to Central Park,35651880,Ayesha,Manhattan,Upper West Side,40.79874,-73.96034,Entire home/apt,2.113943352306837,3,18,2017-09-30,0.39,1,0,0.6507627144606934
7205456,Enjoy a few days in Greenpoint,16282382,Natalie,Brooklyn,Greenpoint,40.7359,-73.95799,Entire home/apt,2.113943352306837,2,3,2016-01-02,0.06,1,0,0.6507627144606934
7205668,Sunny room in GPoint/Williamsburg,25712247,Alyssa,Brooklyn,Greenpoint,40.72283,-73.95232,Private room,2.146128035678238,1,0,,,1,0,0.9979688574199201
7205861,Putnam Gardens -Brooklyn Brownstone,37731444,Debbie,Brooklyn,Bedford-Stuyvesant,40.68435,-73.93806,Entire home/apt,2.0969100130080562,3,17,2019-05-20,0.37,1,80,0.4771596429810801
7205945,Beautiful West Village Apartment,37731966,Ella,Manhattan,West Village,40.73525,-74.00217,Entire home/apt,2.2174839442139063,10,10,2016-09-03,0.21,1,0,1.8659842148179868
7206060,Cozy + Quiet Private Bedroom in Prime Bushwick!,37731938,Brendan,Brooklyn,Bushwick,40.70093,-73.92375,Private room,1.954242509439325,2,11,2019-06-26,0.24,1,89,-0.7380618573762132
7215836,Quaint&Cozy 1BR-Gem in East Village,12460557,Joyce,Manhattan,East Village,40.72873,-73.98793,Private room,1.954242509439325,8,3,2016-01-01,0.06,1,0,-0.7380618573762132
7216192,Room in classic Harlem brownstone,17464442,Kirsti,Manhattan,Harlem,40.80492,-73.94486,Private room,2.0969100130080562,2,3,2016-07-25,0.08,1,0,0.4771596429810801
7221239,Lovely 1 Bdrm Boerum Hill Apt,6466155,Katherine,Brooklyn,Boerum Hill,40.68618,-73.98837,Entire home/apt,2.093421685162235,2,1,2018-09-02,0.1,1,0,0.44243902868515744
7221712,"Williamsburg, Brooklyn Artist Loft",92436,Yasmin,Brooklyn,Williamsburg,40.70833,-73.9564,Entire home/apt,1.9344984512435677,7,1,2015-08-01,0.02,1,0,-0.876944314559904
7222354,"Sunny Upper East Side Apt, Balcony",18489745,Fon,Manhattan,Upper East Side,40.76446,-73.95603,Private room,1.9344984512435677,2,2,2016-03-13,0.04,1,0,-0.876944314559904
7224086,Private Bedroom in Bushwick,5570436,Fay,Brooklyn,Bushwick,40.70548,-73.91776,Private room,2.0,1,15,2019-05-20,0.33,1,359,-0.3908557144169866
7224484,Charming Studio on Orchard Street !,1613244,Ariel,Manhattan,Lower East Side,40.71992,-73.98822,Entire home/apt,2.041392685158225,30,10,2018-10-03,0.23,9,263,-0.04364957145775991
7228259,NYC Excitement Meets Quiet and Comfort!,37101663,Adam,Manhattan,Harlem,40.82101,-73.95436,Private room,1.8512583487190752,30,66,2018-12-23,2.99,1,0,-1.397753528998744
7238041,Williamsburg bliss,8438140,Kim,Brooklyn,Williamsburg,40.71335,-73.93957,Entire home/apt,2.2013971243204513,3,14,2019-05-29,0.3,1,31,1.6576605290424509
7239527,CLEAN AND COZY UES,37903935,Gabriel,Manhattan,East Harlem,40.79831,-73.93961,Private room,1.845098040014257,1,1,2015-07-20,0.02,1,0,-1.4324741432946666
7239575,"2 Bedroom, UES",37904263,Talal,Manhattan,Upper East Side,40.76364,-73.9588,Entire home/apt,2.0791812460476247,5,5,2016-07-20,0.13,1,0,0.30355657150146675
7240002,Nice and Perfect Location Studio,14905080,Justin You,Manhattan,Morningside Heights,40.80569,-73.96058,Entire home/apt,1.8750612633917,25,1,2015-09-04,0.02,1,0,-1.2588710718150533
7240563,Brooklyn Sanctuary 1 block to train,4419418,Jocelyn,Brooklyn,Bedford-Stuyvesant,40.67924,-73.9405,Entire home/apt,1.954242509439325,5,9,2019-06-11,0.19,1,8,-0.7380618573762132
7241020,Spacious & Bright Artist Retreat,6697833,John And Laurie,Manhattan,Washington Heights,40.85487,-73.93777,Entire home/apt,2.060697840353612,7,2,2015-10-29,0.04,1,0,0.12995350002185344
7244171,Cozy Studio Duplex,37915862,Greg,Brooklyn,East New York,40.6752,-73.89218,Entire home/apt,1.9030899869919435,5,49,2019-06-07,1.01,2,217,-1.08526800033544
7244923,East Village Duplex Private Yard,37934478,Edward,Manhattan,East Village,40.72877,-73.98175,Private room,2.143014800254095,1,9,2016-10-02,0.23,1,0,0.9632482431239975
7246903,Cozy Townhouse with Private Deck,26411218,Desmond,Queens,Maspeth,40.73456,-73.88891,Entire home/apt,1.9822712330395684,3,139,2019-06-30,3.14,2,21,-0.5297381716006773
7247033,Sunny Lower E. Side Ap. near BDFMJZ,37947830,Marcus,Manhattan,Chinatown,40.71574,-73.99107,Private room,2.0,1,13,2019-05-18,0.27,1,2,-0.3908557144169866
7255577,Cool room Manhattan - Sleeps up to 3 guests,37579015,Ana,Manhattan,Hell's Kitchen,40.75834,-73.99277,Private room,1.9912260756924949,1,147,2019-06-13,3.03,5,149,-0.46029694300883195
7257311,Cozy Walk-up Apt in the Historic Lower East Side.,14726038,Kimberly,Manhattan,Chinatown,40.71475,-73.9912,Entire home/apt,2.0791812460476247,2,13,2018-04-04,0.37,1,0,0.30355657150146675
