location,size,total_sqft,bath,price,bhk,price_per_sqft,zscore
Subramanyapura,3 BHK,1245.0,2.0,68.0,3,5461,-0.2960367637280485
Hosa Road,2 BHK,1104.0,2.0,36.43,2,3299,-0.9134455984926073
Bisuvanahalli,3 BHK,1075.0,2.0,35.99,3,3347,-0.8997380942980194
Whitefield,2 BHK,1155.0,2.0,60.0,2,5194,-0.3722847558104431
other,2 BHK,1520.0,2.0,62.0,2,4078,-0.6909842283346095
Thigalarapalya,4 BHK,3122.0,6.0,245.0,4,7847,0.38534042394458673
Harlur,2 BHK,1290.0,2.0,85.0,2,6589,0.026089584844764823
other,3 BHK,2300.0,3.0,80.0,3,3478,-0.862328030766957
Kannamangala,4 Bedroom,3000.0,4.0,200.0,4,6666,0.04807870615691608
other,1 BHK,400.0,1.0,14.0,1,3500,-0.8560454246777709
Banashankari,3 BHK,1340.0,2.0,53.6,3,4000,-0.7132589226508146
Malleshwaram,2 BHK,900.0,2.0,95.0,2,10555,1.1586721189225817
Hennur Road,2 BHK,987.0,2.0,49.0,2,4964,-0.43796654674284297
Old Madras Road,3 BHK,1720.0,3.0,100.0,3,5813,-0.19551506630107127
Hebbal,2 BHK,1040.0,2.0,50.0,2,4807,-0.48280150837930724
Anandapura,2 Bedroom,900.0,2.0,64.0,2,7111,0.17515869296090714
Raja Rajeshwari Nagar,2 BHK,1030.0,2.0,50.0,2,4854,-0.4693795771887733
Neeladri Nagar,3 BHK,2556.0,3.0,133.0,3,5203,-0.3697145987739579
Basavangudi,3 BHK,1850.0,3.0,168.0,3,9081,0.7377375109471147
Balagere,2 BHK,1028.0,2.0,31.86,2,3099,-0.9705601993033898
7th Phase JP Nagar,2 BHK,1270.0,2.0,83.0,2,6535,0.010668642625853549
Sahakara Nagar,3 BHK,1655.0,3.0,115.0,3,6948,0.12861029330011942
Electronics City Phase 1,2 BHK,940.0,2.0,40.0,2,4255,-0.640437806617067
Domlur,2 BHK,1050.0,2.0,85.0,2,8095,0.456162528949957
other,4 Bedroom,600.0,4.0,40.0,4,6666,0.04807870615691608
other,2 BHK,946.0,2.0,38.0,2,4016,-0.708689754585952
CV Raman Nagar,3 BHK,1726.0,3.0,145.0,3,8400,0.5432622951864003
Sarakki Nagar,3 BHK,2121.0,4.0,253.0,3,11928,1.5507638534886037
Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341,-0.330305524214518
Sarjapur,3 BHK,1525.0,2.0,48.0,3,3147,-0.956852695108802
Kengeri,2 BHK,1025.0,2.0,57.0,2,5560,-0.2677650363267111
other,5 Bedroom,1575.0,4.0,150.0,5,9523,0.8639607787389441
other,2 BHK,860.0,1.0,43.0,2,5000,-0.42768591859690214
Talaghattapura,3 BHK,1223.0,2.0,42.81,3,3500,-0.8560454246777709
Kothannur,2 BHK,1197.0,2.0,47.8,2,3993,-0.715257933679192
Garudachar Palya,2 BHK,1150.0,2.0,52.75,2,4586,-0.5459131422752219
other,4 Bedroom,4800.0,5.0,629.0,4,13104,1.8865977062560046
R.T. Nagar,2 BHK,1040.0,2.0,46.0,2,4423,-0.5924615419360096
Banashankari,2 BHK,1310.0,2.0,80.0,2,6106,-0.1118421761132749
Uttarahalli,3 BHK,1788.0,3.0,98.34,3,5500,-0.2848994165699459
Raja Rajeshwari Nagar,2 BHK,1144.0,2.0,38.55,2,3369,-0.8934554882088334
Anjanapura,2 BHK,1070.0,2.0,39.0,2,3644,-0.8149229120940075
other,2 BHK,1200.0,2.0,70.0,2,5833,-0.189803606219993
Ambedkar Nagar,3 BHK,1862.0,3.0,120.0,3,6444,-0.015318500743052488
Margondanahalli,2 Bedroom,1200.0,2.0,58.5,2,4875,-0.46338254410364116
Begur Road,2 BHK,970.0,2.0,27.0,2,2783,-1.0608012685844261
Kasavanhalli,3 BHK,1646.0,3.0,79.5,3,4829,-0.47651890229012117
Sarjapur  Road,4 BHK,4395.0,4.0,242.0,4,5506,-0.2831859785456224
other,5 Bedroom,1200.0,4.0,100.0,5,8333,0.5241289039147882
Iblur Village,3 BHK,1995.0,3.0,135.0,3,6766,0.07663600656230733
Hosakerehalli,2 BHK,1085.0,2.0,47.74,2,4400,-0.5990297210292496
Budigere,2 BHK,1139.0,2.0,56.8,2,4986,-0.4316839406536569
Haralur Road,2 BHK,1092.0,2.0,44.0,2,4029,-0.7049773055332511
Pattandur Agrahara,3 BHK,1767.0,3.0,98.0,3,5546,-0.2717630583834659
other,3 BHK,1700.0,3.0,80.0,3,4705,-0.5119299547928063
Bellandur,3 BHK,1692.0,3.0,88.0,3,5200,-0.3705713177861196
6th Phase JP Nagar,3 BHK,1645.0,3.0,100.0,3,6079,-0.11955264722273054
Uttarahalli,3 BHK,1345.0,2.0,57.0,3,4237,-0.6455781206900374
other,2 BHK,1100.0,2.0,60.0,2,5454,-0.29803577475642584
Gollarapalya Hosahalli,3 BHK,1408.0,3.0,62.0,3,4403,-0.5981730020170879
Banashankari Stage III,4 Bedroom,2400.0,4.0,240.0,4,10000,1.0001791016726602
Kadugodi,4 Bedroom,1920.0,4.0,200.0,4,10416,1.1189774713590879
other,5 Bedroom,6040.0,4.0,170.0,5,2814,-1.0519485054587547
Thigalarapalya,3 BHK,2072.0,4.0,150.0,3,7239,0.21171203747980794
Malleshwaram,2 BHK,1420.0,2.0,158.0,2,11126,1.3217343042373657
Electronics City Phase 1,3 Bedroom,2040.0,3.0,137.0,3,6715,0.0620717833555578
Sarjapur  Road,3 BHK,1220.0,3.0,56.0,3,4590,-0.5447708502590063
8th Phase JP Nagar,4 Bedroom,1200.0,4.0,145.0,4,12083,1.59502766911696
other,2 BHK,1300.0,2.0,79.0,2,6076,-0.12040936623489229
Electronics City Phase 1,2 BHK,1150.0,2.0,39.0,2,3391,-0.8871728821196473
KR Puram,2 BHK,1470.0,2.0,86.0,2,5850,-0.1849488651510765
Hosa Road,2 BHK,1063.0,2.0,31.9,2,3000,-0.9988319267047271
other,2 BHK,1311.0,2.0,48.0,2,3661,-0.810068171025091
other,4 BHK,3500.0,4.0,350.0,4,10000,1.0001791016726602
other,3 BHK,1400.0,2.0,55.0,3,3928,-0.7338201789426964
Kanakpura Road,2 Bedroom,2200.0,2.0,62.0,2,2818,-1.050806213442539
Thanisandra,3 BHK,1430.0,2.0,56.0,3,3916,-0.7372470549913432
Vidyaranyapura,2 BHK,1060.0,2.0,55.0,2,5188,-0.37399819383476657
other,3 BHK,1000.0,2.0,110.0,3,11000,1.2857521057265728
Sector 7 HSR Layout,3 BHK,1760.0,3.0,145.0,3,8238,0.49699946852966653
Whitefield,3 BHK,2010.0,3.0,92.0,3,4577,-0.5484832993117071
Kanakpura Road,3 BHK,1480.0,2.0,64.23,3,4339,-0.6164496742765383
8th Phase JP Nagar,3 BHK,1230.0,2.0,43.5,3,3536,-0.84576479653183
Gottigere,3 BHK,1300.0,3.0,65.0,3,5000,-0.42768591859690214
Frazer Town,4 BHK,4850.0,6.0,385.0,4,7938,0.4113275673134928
Singasandra,2 BHK,1100.0,2.0,52.0,2,4727,-0.5056473487036203
Harlur,3 BHK,1752.12,3.0,116.0,3,6620,0.03494234797043611
Marathahalli,2 BHK,957.0,2.0,46.9,2,4900,-0.45624321900229337
Balagere,1 BHK,790.5,1.0,41.9,1,5300,-0.3420140173807284
other,3 BHK,1942.0,3.0,102.0,3,5252,-0.35572152157531617
other,2 BHK,1000.0,2.0,53.0,2,5300,-0.3420140173807284
Yeshwanthpur,1 BHK,668.0,1.0,36.85,1,5516,-0.28033024850508326
Nagarbhavi,3 Bedroom,600.0,2.0,80.0,3,13333,1.9519939241843507
Uttarahalli,2 BHK,1089.0,2.0,43.55,2,3999,-0.7135444956548685
Thanisandra,3 BHK,1800.0,3.0,90.0,3,5000,-0.42768591859690214
Yelahanka,2 BHK,1036.0,2.0,39.35,2,3798,-0.770944669469705
Marathahalli,3 BHK,1583.0,3.0,105.0,3,6632,0.03836922401908306
7th Phase JP Nagar,4 Bedroom,3300.0,4.0,150.0,4,4545,-0.5576216354414323
Padmanabhanagar,2 BHK,1100.0,2.0,65.0,2,5909,-0.16810005791189567
other,1 Bedroom,800.0,1.0,100.0,1,12500,1.7141116118074415
Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216,-0.366002149721257
Dodda Nekkundi,2 BHK,850.0,2.0,28.0,2,3294,-0.9148734635128768
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.51,2,4306,-0.6258735834103174
Thanisandra,3 BHK,1697.0,3.0,114.0,3,6717,0.06264292936366563
TC Palaya,2 Bedroom,1000.0,2.0,64.0,2,6400,-0.02788371292142464
HRBR Layout,3 BHK,1567.0,3.0,90.0,3,5743,-0.21550517658484514
Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000,-0.9988319267047271
Sarjapur  Road,4 Bedroom,3750.0,6.0,290.0,4,7733,0.3527851014824407
other,2 BHK,950.0,2.0,45.0,2,4736,-0.503077191667135
other,2 BHK,1022.0,2.0,52.0,2,5088,-0.4025554942401578
Bharathi Nagar,2 BHK,1322.0,2.0,68.0,2,5143,-0.3868489790171926
Marsur,4 Bedroom,1800.0,4.0,145.0,4,8055,0.44473960878780056
Doddakallasandra,3 BHK,1460.0,2.0,58.39,3,3999,-0.7135444956548685
other,2 BHK,990.0,2.0,44.55,2,4500,-0.5704724206238584
other,3 BHK,2400.0,3.0,260.0,3,10833,1.2380614140495694
Whitefield,3 BHK,1635.0,2.0,85.0,3,5198,-0.37114246379422744
Padmanabhanagar,4 Bedroom,3400.0,3.0,210.0,4,6176,-0.09185206582950103
EPIP Zone,4 BHK,3035.0,5.0,200.0,4,6589,0.026089584844764823
other,3 BHK,1533.0,3.0,85.0,3,5544,-0.27233420439157374
Akshaya Nagar,3 BHK,1720.0,3.0,134.0,3,7790,0.36906276271351374
Frazer Town,3 BHK,2000.0,3.0,200.0,3,10000,1.0001791016726602
Yeshwanthpur,2 BHK,1185.0,2.0,75.84,2,6400,-0.02788371292142464
Varthur Road,2 BHK,900.0,2.0,27.0,2,3000,-0.9988319267047271
Attibele,1 BHK,395.0,1.0,10.25,1,2594,-1.1147745663506157
Electronic City Phase II,2 BHK,1031.0,2.0,56.35,2,5465,-0.2948944717118328
Thanisandra,4 BHK,2650.0,4.0,240.0,4,9056,0.730598185845767
Uttarahalli,3 BHK,1330.0,2.0,46.55,3,3500,-0.8560454246777709
Hennur,2 BHK,1259.0,2.0,57.0,2,4527,-0.5627619495144027
Raja Rajeshwari Nagar,3 BHK,1570.0,3.0,88.0,3,5605,-0.25491425114428506
Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3,3348,-0.8994525212939656
Whitefield,2 BHK,1216.0,2.0,79.0,2,6496,-0.00046870453224903897
Sarjapur  Road,3 BHK,1428.0,2.0,66.0,3,4621,-0.535918087133335
Begur Road,2 BHK,1160.0,2.0,40.59,2,3499,-0.8563309976818247
other,3 BHK,1475.0,3.0,70.0,3,4745,-0.5005070346306498
Harlur,3 BHK,1754.0,3.0,135.0,3,7696,0.34221890033244595
Rayasandra,3 BHK,1639.0,3.0,83.0,3,5064,-0.40940924633745174
Hennur Road,3 BHK,1804.0,3.0,102.0,3,5654,-0.24092117394564336
Whitefield,3 Bedroom,1200.0,3.0,56.2,3,4683,-0.5182125608819924
other,2 BHK,1135.0,2.0,55.0,2,4845,-0.47194973422525854
Begur Road,2 BHK,1260.0,2.0,46.62,2,3700,-0.7989308238669883
other,5 Bedroom,1440.0,5.0,110.0,5,7638,0.325655666097319
Hennur Road,3 BHK,2160.0,3.0,160.0,3,7407,0.25968830216086525
Rayasandra,7 Bedroom,700.0,6.0,85.0,7,12142,1.6118764763561408
Rachenahalli,2 BHK,1220.0,2.0,59.5,2,4877,-0.46281139809553334
Margondanahalli,2 Bedroom,1200.0,2.0,67.0,2,5583,-0.26119685723347114
Yelahanka,2 BHK,1300.0,2.0,65.0,2,5000,-0.42768591859690214
Cox Town,1 BHK,605.0,1.0,29.0,1,4793,-0.486799530436062
Bhoganhalli,2 BHK,1444.0,2.0,75.97,2,5261,-0.35315136453883095
Amruthahalli,2 BHK,924.0,2.0,45.0,2,4870,-0.46481040912391075
Kaikondrahalli,2 BHK,1000.0,2.0,30.0,2,3000,-0.9988319267047271
Bisuvanahalli,2 BHK,845.0,2.0,29.0,2,3431,-0.8757499619574908
Kanakpura Road,2 BHK,700.0,2.0,35.0,2,5000,-0.42768591859690214
Kothanur,2 BHK,1187.0,2.0,58.0,2,4886,-0.4602412410590481
Kaggadasapura,3 BHK,1625.0,3.0,55.0,3,3384,-0.8891718931480247
Devarachikkanahalli,2 Bedroom,1200.0,2.0,83.0,2,6916,0.1194719571703942
other,2 BHK,1452.55,2.0,110.0,2,7572,0.3068078478297608
other,3 BHK,2357.0,3.0,151.0,3,6406,-0.026170274897101165
Kaval Byrasandra,2 BHK,1200.0,2.0,49.5,2,4125,-0.6775622971440756
Budigere,2 BHK,1139.0,2.0,56.85,2,4991,-0.43025607563338736
Kanakpura Road,3 BHK,1660.0,3.0,75.0,3,4518,-0.565332106550888
other,2 BHK,1170.0,2.0,105.0,2,8974,0.7071811995133461
Somasundara Palya,2 BHK,1448.0,2.0,68.0,2,4696,-0.5145001118292916
Kadugodi,3 BHK,1762.0,3.0,110.0,3,6242,-0.0730042475619428
Kaggadasapura,2 BHK,1105.0,2.0,38.65,2,3497,-0.8569021436899326
Yelahanka,3 BHK,1825.0,3.0,105.0,3,5753,-0.212649446544306
Bhoganhalli,1 RK,296.0,1.0,22.89,1,7733,0.3527851014824407
other,5 Bedroom,1200.0,4.0,85.0,5,7083,0.1671626488473976
Thanisandra,2 BHK,1185.0,2.0,43.0,2,3628,-0.8194920801588701
Electronic City Phase II,3 BHK,1320.0,2.0,38.12,3,2887,-1.0311016761628191
Hulimavu,2 BHK,1058.0,2.0,48.0,2,4536,-0.5601917924779175
Bellandur,2 BHK,1220.0,2.0,60.0,2,4918,-0.4511029049293229
Sarjapur,2 BHK,925.0,2.0,25.0,2,2702,-1.083932681912793
Old Madras Road,2 BHK,1200.0,2.0,72.0,2,6000,-0.14211291454298963
Kengeri,3 BHK,1160.0,2.0,40.6,3,3500,-0.8560454246777709
Kengeri Satellite Town,3 Bedroom,600.0,4.0,72.0,3,12000,1.5713251097804852
other,3 BHK,1411.0,3.0,91.72,3,6500,0.0006735874839666109
Bannerghatta Road,3 BHK,1550.0,3.0,78.0,3,5032,-0.41854758246717694
Green Glen Layout,4 BHK,3250.0,4.0,230.0,4,7076,0.16516363781902021
Haralur Road,3 BHK,2475.0,4.0,130.0,3,5252,-0.35572152157531617
7th Phase JP Nagar,4 BHK,2503.0,4.0,188.0,4,7510,0.2891023215784182
Marathahalli,4 BHK,2524.0,5.0,190.0,4,7527,0.29395706264733473
Kaggadasapura,2 BHK,1063.0,2.0,42.0,2,3951,-0.7272519998494563
Kanakpura Road,2 BHK,1077.0,2.0,37.7,2,3500,-0.8560454246777709
other,2 BHK,1200.0,3.0,44.0,2,3666,-0.8086403060048214
Hosakerehalli,4 BHK,1500.0,3.0,70.0,4,4666,-0.5230673019509089
Jalahalli,2 BHK,1045.0,2.0,76.77,2,7346,0.24226834891357657
Kanakapura,3 BHK,1290.0,2.0,45.15,3,3500,-0.8560454246777709
Hoodi,2 BHK,1400.0,2.0,78.0,2,5571,-0.2646237332821181
Begur Road,3 BHK,1600.0,3.0,58.14,3,3633,-0.8180642151386005
other,3 BHK,3095.0,3.0,375.0,3,12116,1.6044515782507391
Nagavara,3 BHK,1545.0,2.0,58.0,3,3754,-0.7835098816480771
Sarjapur  Road,3 BHK,1680.0,3.0,112.0,3,6666,0.04807870615691608
other,2 BHK,1350.0,2.0,67.5,2,5000,-0.42768591859690214
Gottigere,2 BHK,950.0,2.0,38.0,2,4000,-0.7132589226508146
Thanisandra,2 BHK,1050.0,2.0,45.0,2,4285,-0.6318706164954495
Banashankari Stage V,3 BHK,1305.0,2.0,49.0,3,3754,-0.7835098816480771
Kodichikkanahalli,5 BHK,2700.0,7.0,125.0,5,4629,-0.5336335031009036
other,3 Bedroom,1100.0,3.0,78.0,3,7090,0.16916165987577497
Thanisandra,6 Bedroom,3500.0,5.0,160.0,6,4571,-0.5501967373360306
Begur Road,3 BHK,1634.0,3.0,83.33,3,5099,-0.39941419119556476
Prithvi Layout,2 BHK,1352.0,2.0,85.0,2,6286,-0.06043903538357066
Balagere,2 BHK,1145.0,2.0,65.0,2,5676,-0.2346385678564573
other,2 BHK,1240.0,2.0,43.79,2,3531,-0.8471926615520996
7th Phase JP Nagar,3 BHK,2200.0,3.0,190.0,3,8636,0.6106575241431237
Bommasandra Industrial Area,2 BHK,1020.0,2.0,39.0,2,3823,-0.7638053443683571
other,4 BHK,3600.0,4.0,365.0,4,10138,1.0395881762321002
Raja Rajeshwari Nagar,2 BHK,1168.0,2.0,61.0,2,5222,-0.36428871169693355
Electronic City Phase II,2 BHK,1205.0,2.0,75.0,2,6224,-0.07814456163491323
Yeshwanthpur,2 BHK,1195.0,2.0,100.0,2,8368,0.5341239590566751
CV Raman Nagar,2 BHK,1028.0,2.0,49.0,2,4766,-0.49451000154551766
other,2 BHK,1175.0,2.0,48.27,2,4108,-0.682417038212992
Pai Layout,3 BHK,1550.0,2.0,90.0,3,5806,-0.19751407732944865
Yeshwanthpur,3 BHK,1826.0,3.0,165.0,3,9036,0.7248867257646887
Hoodi,5 Bedroom,2400.0,5.0,160.0,5,6666,0.04807870615691608
Yelahanka,3 BHK,1603.0,3.0,96.0,3,5988,-0.14553979059163658
Marathahalli,3 BHK,1350.0,3.0,72.0,3,5333,-0.3325901082469493
KR Puram,1 BHK,714.0,1.0,28.0,1,3921,-0.7358191899710737
Whitefield,2 BHK,1215.0,2.0,65.0,2,5349,-0.32802094018208666
Malleshpalya,3 BHK,1405.0,2.0,77.0,3,5480,-0.29061087665102414
KR Puram,2 BHK,1142.0,2.0,51.0,2,4465,-0.5804674757657453
other,4 Bedroom,4000.0,4.0,170.0,4,4250,-0.6418656716373365
Whitefield,3 BHK,1870.0,3.0,90.0,3,4812,-0.48137364335903765
Subramanyapura,2 BHK,1313.0,2.0,73.0,2,5559,-0.268050609330765
other,3 BHK,1945.0,3.0,120.0,3,6169,-0.09385107685787843
Thanisandra,3 BHK,1573.0,3.0,95.0,3,6039,-0.13097556738488705
Sarjapur  Road,2 BHK,1255.0,2.0,92.0,2,7330,0.23769918084871397
Benson Town,4 BHK,1400.0,3.0,91.15,4,6510,0.003529317524505736
Kannamangala,2 BHK,1235.0,2.0,43.63,2,3532,-0.8469070885480456
Sarjapur  Road,3 BHK,1380.0,2.0,52.0,3,3768,-0.7795118595913223
Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411,-0.3103154139307441
other,3 BHK,1465.0,2.0,74.72,3,5100,-0.39912861819151085
Thigalarapalya,2 BHK,1418.0,2.0,103.0,2,7263,0.21856578957710185
other,3 BHK,1650.0,3.0,165.0,3,10000,1.0001791016726602
Anekal,1 RK,351.0,1.0,16.0,1,4558,-0.5539091863887314
Uttarahalli,2 BHK,1279.0,2.0,48.0,2,3752,-0.7840810276561849
Kasavanhalli,3 Bedroom,1870.0,3.0,200.0,3,10695,1.1986523394901294
Hebbal,3 BHK,2526.0,2.0,250.0,3,9897,0.9707650822551074
other,3 Bedroom,1550.0,2.0,150.0,3,9677,0.9079390213632466
Uttarahalli,3 BHK,1845.0,2.0,68.27,3,3700,-0.7989308238669883
other,3 BHK,1360.0,2.0,59.27,3,4358,-0.6110237871995139
other,3 BHK,1150.0,2.0,75.0,3,6521,0.006670620569098773
Whitefield,2 BHK,1260.0,2.0,49.5,2,3928,-0.7338201789426964
other,3 Bedroom,1200.0,3.0,74.0,3,6166,-0.09470779587004016
Dasanapura,2 BHK,965.0,2.0,42.5,2,4404,-0.5978874290130339
Hoodi,3 BHK,1350.0,2.0,48.0,3,3555,-0.8403389094548057
Bhoganhalli,2 BHK,1447.0,2.0,75.97,2,5250,-0.356292667583424
other,3 BHK,1229.0,3.0,86.03,3,7000,0.14346008951092284
Kudlu,2 BHK,1027.0,2.0,43.0,2,4186,-0.6601423438967869
Gottigere,2 BHK,1153.0,2.0,48.5,2,4206,-0.6544308838157087
Whitefield,4 BHK,2856.0,5.0,145.5,4,5094,-0.40084205621583435
Malleshpalya,2 BHK,1065.0,2.0,50.0,2,4694,-0.5150712578373994
other,2 BHK,1030.0,2.0,61.0,2,5922,-0.16438760885919482
Mallasandra,2 BHK,1340.0,2.0,61.0,2,4552,-0.5556226244130549
Marathahalli,4 BHK,4000.0,5.0,212.0,4,5300,-0.3420140173807284
other,1 Bedroom,600.0,1.0,32.0,1,5333,-0.3325901082469493
Begur Road,3 BHK,1410.0,2.0,44.42,3,3150,-0.9559959760966402
Varthur,2 BHK,1055.0,2.0,45.35,2,4298,-0.6281581674427487
Yelahanka,2 BHK,1304.0,2.0,79.0,2,6058,-0.1255496803078627
Kammasandra,2 BHK,990.0,2.0,31.5,2,3181,-0.9471432129709689
7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2,3800,-0.7703735234615972
Tumkur Road,1 BHK,700.0,1.0,30.09,1,4298,-0.6281581674427487
Sonnenahalli,2 BHK,1120.0,2.0,43.0,2,3839,-0.7592361763034945
Haralur Road,2 BHK,1300.0,2.0,73.0,2,5615,-0.25205852110374594
Tumkur Road,2 BHK,1239.0,2.0,82.0,2,6618,0.034371201962328284
Sarjapur  Road,3 BHK,1403.0,3.0,51.63,3,3679,-0.8049278569521205
Hosa Road,2 BHK,1365.0,2.0,92.0,2,6739,0.0689255354528517
other,2 BHK,1165.0,2.0,135.0,2,11587,1.4533834591062194
Subramanyapura,3 BHK,1130.0,2.0,45.19,3,3999,-0.7135444956548685
Green Glen Layout,3 BHK,1776.42,3.0,105.0,3,5910,-0.16781448490784176
Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936,-0.731535594910265
other,2 BHK,1107.0,2.0,33.0,2,2981,-1.0042578137817515
Nagavara,3 BHK,2319.0,3.0,180.0,3,7761,0.36078114559595026
other,3 BHK,1520.0,3.0,80.0,3,5263,-0.35258021853072313
Kannamangala,3 BHK,1536.0,3.0,89.0,3,5794,-0.20094095337809562
other,4 BHK,3000.0,4.0,240.0,4,8000,0.4290330935648353
other,2 BHK,1050.0,2.0,38.0,2,3619,-0.8220622371953553
Hoodi,3 BHK,1850.0,3.0,146.0,3,7891,0.3979056361229589
Billekahalli,2 BHK,1112.0,2.0,62.0,2,5575,-0.26348144126590245
Marathahalli,3 BHK,1535.0,3.0,72.5,3,4723,-0.5067896407198359
Kanakpura Road,2 BHK,1050.0,2.0,35.0,2,3333,-0.9037361163547742
7th Phase JP Nagar,3 BHK,1250.0,3.0,65.0,3,5200,-0.3705713177861196
Kalena Agrahara,2 BHK,1187.0,2.0,52.0,2,4380,-0.6047411811103278
9th Phase JP Nagar,2 BHK,1164.0,2.0,56.0,2,4810,-0.4819447893671455
Electronic City Phase II,3 BHK,1395.0,2.0,62.78,3,4500,-0.5704724206238584
Arekere,3 BHK,2072.0,3.0,108.0,3,5212,-0.3671444417374727
Kanakpura Road,3 BHK,1450.0,3.0,60.91,3,4200,-0.6561443218400321
Bannerghatta Road,3 BHK,1550.0,3.0,82.0,3,5290,-0.3448697474212675
other,2 BHK,1315.0,2.0,90.0,2,6844,0.0989107008785125
Hebbal,4 BHK,3067.0,4.0,230.0,4,7499,0.28596101853382516
other,2 BHK,1210.0,2.0,72.0,2,5950,-0.15639156474568525
Bisuvanahalli,3 BHK,1075.0,2.0,47.0,3,4372,-0.6070257651427592
other,6 BHK,11338.0,9.0,1000.0,6,8819,0.6629173838849897
other,3 BHK,1215.0,3.0,42.2,3,3473,-0.8637558957872264
Kaggadasapura,3 BHK,1470.0,2.0,75.0,3,5102,-0.39855747218340304
other,4 Bedroom,30000.0,4.0,2100.0,4,7000,0.14346008951092284
Hosur Road,3 BHK,1590.0,2.0,125.0,3,7861,0.3893384460013415
Kanakpura Road,2 BHK,1050.0,2.0,36.75,2,3500,-0.8560454246777709
Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,55.91,2,4281,-0.6330129085116653
Malleshwaram,3 BHK,2000.0,3.0,250.0,3,12500,1.7141116118074415
other,3 BHK,1445.0,3.0,64.0,3,4429,-0.5907481039116862
Sarjapur  Road,3 BHK,1220.0,3.0,58.0,3,4754,-0.4979368775941646
Sarjapur,4 Bedroom,3190.0,3.0,160.0,4,5015,-0.4234023235360934
Ramagondanahalli,2 BHK,1215.0,2.0,51.26,2,4218,-0.6510040077670617
Budigere,3 BHK,1920.0,2.0,88.0,3,4583,-0.5467698612873836
Dodda Nekkundi,2 BHK,1390.0,2.0,60.0,2,4316,-0.6230178533697782
Battarahalli,3 Bedroom,800.0,2.0,75.0,3,9375,0.821695974138965
Hoodi,2 BHK,1196.0,2.0,71.74,2,5998,-0.14268406055109745
Bannerghatta Road,3 BHK,1550.0,2.0,75.0,3,4838,-0.47394874525363595
Thigalarapalya,2 BHK,1418.0,2.0,101.0,2,7122,0.17829999600550017
Varthur Road,3 BHK,1655.0,3.0,115.0,3,6948,0.12861029330011942
KR Puram,2 BHK,1115.0,2.0,33.45,2,3000,-0.9988319267047271
other,2 BHK,1170.0,2.0,68.0,2,5811,-0.19608621230917908
Anekal,2 BHK,1035.0,2.0,38.3,2,3700,-0.7989308238669883
Singasandra,3 BHK,1306.0,2.0,58.0,3,4441,-0.5873212278630392
Kengeri,2 BHK,750.0,2.0,22.0,2,2933,-1.0179653179763393
Thanisandra,3 BHK,1917.0,3.0,122.0,3,6364,-0.038164341067365486
Kaggadasapura,3 BHK,1615.0,3.0,58.0,3,3591,-0.8300582813088648
Marathahalli,2 BHK,1071.0,2.0,52.25,2,4878,-0.46252582509147944
Koramangala,2 BHK,1325.0,2.0,119.0,2,8981,0.7091802105417235
5th Phase JP Nagar,3 BHK,1400.0,2.0,88.0,3,6285,-0.06072460838762457
Tumkur Road,2 BHK,1246.0,2.0,82.0,2,6581,0.023805000812333523
Sarjapur,2 BHK,1215.0,2.0,40.0,2,3292,-0.9154446095209846
Munnekollal,2 BHK,1200.0,2.0,49.5,2,4125,-0.6775622971440756
other,4 Bedroom,450.0,3.0,53.0,4,11777,1.5076423298764627
Kodigehaali,2 BHK,1200.0,2.0,60.0,2,5000,-0.42768591859690214
Kaval Byrasandra,2 BHK,945.0,2.0,50.0,2,5291,-0.34458417441721356
Hormavu,2 BHK,1175.0,2.0,52.0,2,4425,-0.5918903959279018
Whitefield,2 BHK,920.0,2.0,63.0,2,6847,0.09976741989067424
Hosakerehalli,4 BHK,3024.0,5.0,350.0,4,11574,1.4496710100535186
other,2 Bedroom,1600.0,2.0,110.0,2,6875,0.1077634640041838
other,2 BHK,955.0,1.0,34.01,2,3561,-0.8386254714304822
Ardendale,3 BHK,1750.0,3.0,100.0,3,5714,-0.22378679370240862
Uttarahalli,3 BHK,1425.0,2.0,64.0,3,4491,-0.5730425776603436
Basavangudi,3 BHK,2150.0,3.0,265.0,3,12325,1.6641363360980068
Whitefield,2 BHK,1165.0,2.0,40.5,2,3476,-0.8628991767750648
Kaggadasapura,2 BHK,1050.0,2.0,48.0,2,4571,-0.5501967373360306
other,3 BHK,1370.0,2.0,75.0,3,5474,-0.2923243146753476
Electronic City,3 BHK,1374.0,2.0,72.0,3,5240,-0.3591483976239631
Harlur,3 BHK,1754.0,3.0,124.0,3,7069,0.1631646267906428
Kothanur,3 BHK,1847.0,3.0,110.0,3,5955,-0.15496369972541568
Ambedkar Nagar,3 BHK,1850.0,4.0,139.0,3,7513,0.28995904059058
Chikka Tirupathi,3 Bedroom,3297.0,3.0,135.0,3,4094,-0.6864150602697469
other,2 BHK,1187.0,2.0,45.0,2,3791,-0.7729436804980824
