location,size,total_sqft,bath,price,bhk,price_per_sqft,zscore
Harlur,2 BHK,1197.0,2.0,1.8976270912904414,2,6599,1.2811143257100115
Old Airport Road,4 BHK,2690.0,4.0,2.2810333672477277,4,7100,1.8857156845202503
Whitefield,2 BHK,1132.0,2.0,1.8991636414772188,2,7003,1.7686571380040963
Kathriguppe,3 BHK,1350.0,2.0,1.9084313989660064,3,5999,0.557040842104935
Kothanur,2 BHK,1185.0,2.0,1.7708520116421442,2,4978,-0.675090869163037
Tindlu,3 Bedroom,1500.0,3.0,1.9395192526186185,3,5800,0.31688980337591793
Yelahanka,3 BHK,1566.0,3.0,1.9867717342662448,3,6194,0.7923647242765849
other,3 BHK,1531.0,3.0,1.8573324964312685,3,4702,-1.0081646716213721
Tumkur Road,3 BHK,1343.5,3.0,1.7616271845615827,3,4299,-1.4945006947761152
Banashankari Stage III,4 Bedroom,2000.0,4.0,2.0,4,5000,-0.6485415080975174
other,2 BHK,1200.0,2.0,1.7403626894942439,2,4583,-1.1517725792030455
Whitefield,4 BHK,2830.0,5.0,2.2041199826559246,4,5653,0.13949179989267418
Uttarahalli,3 BHK,1315.0,2.0,1.8692317197309762,3,5627,0.10811528226978752
AECS Layout,2 BHK,1080.0,2.0,1.7403626894942439,2,5092,-0.5375169072780723
HBR Layout,2 BHK,1200.0,2.0,1.7781512503836436,2,5000,-0.6485415080975174
NGR Layout,2 BHK,1022.0,2.0,1.6618126855372612,2,4491,-1.2627971800224906
Bannerghatta Road,2 BHK,1275.0,2.0,1.8129133566428555,2,5098,-0.5302761724420216
Rachenahalli,2 BHK,1050.0,2.0,1.7168377232995244,2,4961,-0.6956062845318475
Kudlu Gate,3 BHK,1535.0,3.0,1.9344984512435677,3,5602,0.07794555378624267
Bellandur,2 BHK,1050.0,2.0,1.8573324964312685,2,6857,1.5924659236601943
Hosa Road,3 BHK,1513.0,3.0,2.012837224705172,3,6807,1.5321264666931047
Gottigere,3 BHK,1621.0,3.0,1.8573324964312685,3,4441,-1.3231366369895805
Bannerghatta Road,2 BHK,892.0,2.0,1.591064607026499,2,4372,-1.4064050876041643
Hebbal,3 BHK,1355.0,3.0,1.9236066430174592,3,6189,0.7863307785798759
other,4 BHK,1200.0,6.0,1.845098040014257,4,5833,0.3567138449741971
Kengeri,2 BHK,726.0,2.0,1.5440680443502757,2,4820,-0.8657635531790404
Kanakpura Road,2 BHK,950.0,2.0,1.6532125137753437,2,4736,-0.9671338408837511
Sarjapur  Road,3 BHK,1691.0,3.0,1.9912260756924949,3,5795,0.3108558576792089
Hulimavu,2 BHK,1225.0,2.0,1.7403626894942439,2,4489,-1.2652107583011742
JP Nagar,3 BHK,1690.0,3.0,2.0492180226701815,3,6627,1.3149044216115817
Kasturi Nagar,4 BHK,1896.0,3.0,2.0969100130080562,4,6592,1.272666801734619
Sonnenahalli,1 BHK,605.0,1.0,1.6020599913279623,1,6611,1.2955957953821131
other,1 Bedroom,750.0,2.0,1.6989700043360187,1,6666,1.3619691980459117
Thanisandra,4 BHK,3216.0,4.0,2.3541084391474008,4,7027,1.7976200773482993
Iblur Village,2 BHK,1400.0,2.0,1.8325089127062364,2,4857,-0.821112355023394
Hulimavu,2 BHK,1255.0,2.0,1.8692317197309762,2,5896,0.4327415607527302
Electronic City,3 BHK,1500.0,2.0,2.0,3,6666,1.3619691980459117
Thanisandra,2 BHK,1296.0,2.0,1.8573324964312685,2,5555,0.02122646423717834
Thanisandra,2 BHK,1020.0,2.0,1.6483600109809315,2,4362,-1.418472978997582
Choodasandra,3 BHK,1530.0,3.0,1.8864907251724818,3,5032,-0.60992425563858
Gubbalala,3 BHK,1650.0,3.0,1.8512583487190752,3,4303,-1.489673538218748
other,3 BHK,1605.0,2.0,1.9294189257142926,3,5295,-0.2925387119916881
Jakkur,3 BHK,1374.0,3.0,1.8325089127062364,3,4949,-0.710087754203949
6th Phase JP Nagar,2 BHK,1140.0,2.0,1.8129133566428555,2,5701,0.19741767858108028
Bisuvanahalli,3 BHK,1075.0,2.0,1.6989700043360187,3,4651,-1.0697109177278037
Kannamangala,3 BHK,1574.0,3.0,1.970067796549137,3,5930,0.47377239149035116
Marathahalli,3 BHK,1550.0,3.0,1.919078092376074,3,5354,-0.2213381527705223
other,2 BHK,1205.0,2.0,1.7781512503836436,2,4979,-0.6738840800236952
Kambipura,3 BHK,1082.0,2.0,1.7403626894942439,3,5083,-0.5483780095321485
Uttarahalli,3 BHK,1215.0,2.0,1.7230449916434452,3,4349,-1.4341612378090254
other,2 Bedroom,1200.0,2.0,1.845098040014257,2,5833,0.3567138449741971
Pai Layout,2 BHK,1255.0,2.0,1.9030899869919435,2,6374,1.0095867693581078
Somasundara Palya,2 BHK,1329.0,2.0,1.845098040014257,2,5267,-0.3263288078932584
Chandapura,2 Bedroom,1200.0,2.0,1.7781512503836436,2,5000,-0.6485415080975174
other,1 BHK,813.0,1.0,1.591064607026499,1,4797,-0.8935197033839016
other,4 Bedroom,3884.0,4.0,2.380211241711606,4,6179,0.774262887186458
Hormavu,3 BHK,1500.0,3.0,1.845098040014257,3,4666,-1.0516090806376768
Bannerghatta Road,3 BHK,1880.0,3.0,1.9777236052888478,3,5053,-0.5845816837124024
Akshaya Nagar,3 BHK,1575.0,3.0,1.954242509439325,3,5714,0.21310593739252362
other,3 BHK,1630.0,2.0,1.9902500329278168,3,5998,0.5558340529655932
Yelahanka,3 BHK,1180.0,3.0,1.7403626894942439,3,4661,-1.0576430263343857
NGR Layout,2 BHK,1020.0,2.0,1.685293781386784,2,4750,-0.950238792932966
other,4 BHK,2425.0,4.0,2.2380461031287955,4,7134,1.9267465152578713
Raja Rajeshwari Nagar,2 BHK,1070.0,2.0,1.6989700043360187,2,4672,-1.044368345801626
Kumaraswami Layout,2 BHK,1000.0,2.0,1.7634279935629373,2,5800,0.31688980337591793
other,2 BHK,1150.0,2.0,1.7481880270062005,2,4869,-0.8066308853512925
other,2 BHK,1141.0,2.0,1.6901960800285136,2,4294,-1.5005346404728241
Jigani,2 BHK,937.0,2.0,1.6434526764861874,2,4695,-1.0166121955967646
Green Glen Layout,2 BHK,1075.0,2.0,1.7781512503836436,2,5581,0.05260298186006499
Panathur,2 BHK,1000.0,2.0,1.8149131812750738,2,6530,1.1978458750954277
Kasavanhalli,3 BHK,1450.0,3.0,1.8887970674566807,3,5338,-0.240646778999991
other,2 BHK,936.0,2.0,1.6334684555795864,2,4594,-1.1384978986702858
other,2 BHK,1280.0,2.0,1.8750612633917,2,5859,0.3880903625970838
Babusapalaya,2 BHK,1050.0,2.0,1.6532125137753437,2,4285,-1.5113957427269002
Marathahalli,2 BHK,1350.0,2.0,1.9344984512435677,2,6370,1.0047596128007406
Mallasandra,2 BHK,1325.0,2.0,1.845098040014257,2,5283,-0.3070201816637897
Devanahalli,2 BHK,1174.0,2.0,1.7708520116421442,2,5025,-0.6183717796139726
other,1 BHK,500.0,1.0,1.380211241711606,1,4800,-0.8898993359658763
Gottigere,3 BHK,1304.0,3.0,1.9030899869919435,3,6134,0.7199573759160772
Bisuvanahalli,3 BHK,1075.0,2.0,1.7160033436347992,3,4837,-0.8452481378102299
other,2 BHK,1100.0,2.0,1.6989700043360187,2,4545,-1.1976305664980338
Billekahalli,2 BHK,1140.0,2.0,1.6989700043360187,2,4385,-1.390716828792721
Kudlu Gate,3 BHK,1532.0,3.0,1.919078092376074,3,5417,-0.14531043699198926
Doddaballapur,3 Bedroom,2776.0,4.0,2.290034611362518,3,7024,1.793999709930274
Padmanabhanagar,3 BHK,1531.0,2.0,1.8750612633917,3,4898,-0.7716340003103804
Bannerghatta Road,2 BHK,1260.0,2.0,1.845098040014257,2,5555,0.02122646423717834
Vittasandra,2 BHK,1934.0,2.0,1.954242509439325,2,4653,-1.06729733944912
Kasavanhalli,3 BHK,1476.0,3.0,1.9777236052888478,3,6436,1.084407695997299
Murugeshpalya,2 BHK,1185.0,2.0,1.9294189257142926,2,7172,1.9726045025528596
other,3 BHK,1265.0,2.0,1.9138138523837167,3,6482,1.1399199964070215
other,4 BHK,3200.0,5.0,2.1760912590556813,4,4687,-1.026266508711499
other,2 BHK,1196.0,2.0,1.7544247892772586,2,4750,-0.950238792932966
EPIP Zone,2 BHK,1280.0,2.0,1.8388490907372552,2,5390,-0.1778937437542177
other,3 BHK,1850.0,3.0,1.9912260756924949,3,5297,-0.2901251337130046
Whitefield,2 BHK,1195.0,2.0,1.845098040014257,2,5857,0.3856767843184002
Jakkur,2 BHK,1050.0,2.0,1.697839368218363,2,4749,-0.9514455820723078
other,4 Bedroom,2360.0,4.0,2.1760912590556813,4,6355,0.9866577757106137
other,2 BHK,1512.0,1.0,1.8129801660394804,2,4299,-1.4945006947761152
Subramanyapura,2 BHK,929.0,2.0,1.6812412373755872,2,5166,-0.4482145109667796
Jigani,3 BHK,1252.0,3.0,1.7853298350107671,3,4872,-0.803010517933267
Electronics City Phase 1,3 BHK,1124.0,2.0,1.7403626894942439,3,4893,-0.7776679460070894
Hennur Road,3 BHK,1482.0,2.0,1.9867717342662448,3,6545,1.2159477121855546
Prithvi Layout,2 BHK,1352.0,2.0,1.8750612633917,2,5547,0.011572151122443987
Electronic City,2 BHK,1152.0,2.0,1.8129133566428555,2,5642,0.12621711935991445
other,3 BHK,1575.0,3.0,1.968482948553935,3,5904,0.44239587386746454
Hegde Nagar,3 BHK,1965.0,4.0,2.0969100130080562,3,6361,0.9938985105466644
other,3 BHK,1300.0,2.0,1.845098040014257,3,5384,-0.18513447859026846
Marathahalli,2 BHK,957.0,2.0,1.6720978579357175,2,4911,-0.7559457414989371
Kanakpura Road,5 Bedroom,1080.0,6.0,1.8129133566428555,5,6018,0.5799698357524291
other,2 BHK,975.0,2.0,1.6989700043360187,2,5128,-0.4940724982617678
Ramamurthy Nagar,2 BHK,1150.0,2.0,1.7075701760979363,2,4434,-1.331584160964973
Whitefield,3 BHK,1738.0,2.0,1.8976270912904414,3,4545,-1.1976305664980338
Bommanahalli,3 BHK,1250.0,3.0,1.7403626894942439,3,4400,-1.372614991702594
Bannerghatta Road,3 BHK,1788.0,3.0,1.954242509439325,3,5033,-0.6087174664992382
Kanakapura,2 BHK,1151.0,2.0,1.7708520116421442,2,5125,-0.49769286567979315
Uttarahalli,3 BHK,1300.0,2.0,1.7781512503836436,3,4615,-1.113155326744108
Garudachar Palya,2 BHK,1150.0,2.0,1.7226339225338123,2,4591,-1.1421182660883114
other,2 BHK,1380.0,2.0,1.8750612633917,2,5434,-0.12479502162317876
Hebbal,3 BHK,1645.0,3.0,2.0681858617461617,3,7112,1.900197154192352
7th Phase JP Nagar,2 BHK,1175.0,2.0,1.916453948549925,2,7021,1.7903793425122487
Banashankari Stage V,3 BHK,1355.0,2.0,1.7853298350107671,3,4501,-1.2507292886290728
Dasarahalli,2 BHK,1150.0,2.0,1.845098040014257,2,6086,0.6620314972276711
other,2 BHK,1000.0,2.0,1.6532125137753437,2,4500,-1.2519360777684145
Balagere,2 BHK,1007.0,2.0,1.8129133566428555,2,6454,1.1061299005054512
Kothanur,3 BHK,1436.0,3.0,1.845098040014257,3,4874,-0.8005969396545836
Marathahalli,4 BHK,4000.0,4.0,2.342422680822206,4,5500,-0.04514693842662034
Somasundara Palya,3 BHK,2372.0,3.0,2.146128035678238,3,5902,0.43998229558878094
Rayasandra,2 BHK,1016.0,2.0,1.7634279935629373,2,5708,0.20586520255647286
Dodda Nekkundi,2 BHK,1100.0,2.0,1.6812412373755872,2,4363,-1.4172661898582404
Electronic City,2 BHK,1070.0,2.0,1.7781512503836436,2,5607,0.08397949948295164
Tumkur Road,2 BHK,1137.5,2.0,1.6893532632422523,2,4299,-1.4945006947761152
ITPL,4 BHK,3262.0,5.0,2.311753861055754,4,6284,0.9009757468173463
other,3 BHK,1827.0,3.0,2.0,3,5473,-0.07773024518884879
HRBR Layout,2 BHK,1210.0,2.0,1.8750612633917,2,6198,0.797191880833952
other,3 BHK,1500.0,3.0,1.9777236052888478,3,6333,0.9601084146450942
Rachenahalli,2 BHK,1050.0,2.0,1.7283537820212285,2,5095,-0.533896539860047
Hebbal,2 BHK,1251.0,2.0,1.9480704815189411,2,7092,1.876061371405516
HSR Layout,3 BHK,1600.0,2.0,2.060697840353612,3,7187,1.9907063396429865
Electronic City,2 BHK,1128.0,2.0,1.816241299991783,2,5806,0.3241305382119687
Budigere,3 BHK,1820.0,3.0,1.968482948553935,3,5109,-0.5170014919092619
Hoodi,3 BHK,1925.0,2.0,2.0569048513364727,3,5922,0.4641180783756168
Thigalarapalya,3 BHK,2072.0,4.0,2.167317334748176,3,7094,1.8784749496841997
Sahakara Nagar,2 BHK,960.0,2.0,1.7481880270062005,2,5833,0.3567138449741971
other,2 BHK,1180.0,2.0,1.7993405494535817,2,5338,-0.240646778999991
Lakshminarayana Pura,2 BHK,1200.0,2.0,1.8750612633917,2,6250,0.8599449160797253
Kanakpura Road,3 BHK,1300.0,3.0,1.8388490907372552,3,5307,-0.2780572423195866
Banashankari Stage III,3 BHK,1305.0,2.0,1.7708520116421442,3,4521,-1.2265935058422368
Jakkur,2 BHK,1290.0,2.0,1.9030899869919435,2,6201,0.8008122482519774
Yelachenahalli,2 BHK,1400.0,2.0,1.8920946026904804,2,5571,0.04053509046664705
Lakshminarayana Pura,2 BHK,1200.0,2.0,1.8750612633917,2,6250,0.8599449160797253
other,3 BHK,1155.0,2.0,1.7781512503836436,3,5194,-0.4144244150652094
Hormavu,3 BHK,1725.0,3.0,1.9294189257142926,3,4927,-0.7366371152694684
Kanakpura Road,2 BHK,700.0,2.0,1.6020599913279623,2,5714,0.21310593739252362
Somasundara Palya,2 BHK,1178.0,2.0,1.8920946026904804,2,6621,1.307663686775531
Badavala Nagar,2 BHK,1274.0,2.0,1.9084850188786497,2,6357,0.9890713539892972
other,3 BHK,1540.0,3.0,1.8325089127062364,3,4415,-1.3545131546124671
other,3 BHK,1645.0,3.0,1.9777236052888478,3,5775,0.28672007489237306
Nehru Nagar,4 BHK,2342.0,3.0,2.060697840353612,4,4910,-0.7571525306382789
other,3 BHK,1200.0,2.0,1.7403626894942439,3,4583,-1.1517725792030455
Raja Rajeshwari Nagar,8 Bedroom,4800.0,8.0,2.3521825181113627,8,4687,-1.026266508711499
other,2 BHK,1097.0,2.0,1.8129133566428555,2,5925,0.4677384457936422
Green Glen Layout,3 BHK,1715.0,3.0,2.060697840353612,3,6705,1.4090339744802416
Electronic City,2 BHK,1200.0,2.0,1.7708520116421442,2,4916,-0.7499117958022281
Banashankari,3 BHK,1400.0,2.0,1.8920946026904804,3,5571,0.04053509046664705
Kanakpura Road,1 BHK,458.0,1.0,1.2943559851451605,1,4300,-1.4932939056367733
Marathahalli,2 BHK,1230.0,2.0,1.7558748556724915,2,4634,-1.0902263330966142
Kalyan nagar,3 BHK,1640.0,3.0,1.9444826721501687,3,5365,-0.20806347223776256
Uttarahalli,3 BHK,1627.86,3.0,1.9444826721501687,3,5405,-0.1597919066640908
Hosa Road,2 BHK,1133.0,2.0,1.7160033436347992,2,4589,-1.144531844366995
Hennur Road,2 BHK,1182.0,2.0,1.916453948549925,2,6979,1.7396941986598933
Tumkur Road,3 BHK,1500.0,3.0,2.0,3,6666,1.3619691980459117
Marathahalli,2 BHK,1200.0,2.0,1.7634279935629373,2,4833,-0.8500752943675971
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,1.6883308181122663,2,4325,-1.4631241771532286
Ardendale,4 BHK,2062.0,3.0,2.146128035678238,4,6789,1.5104042621849525
Thanisandra,3 BHK,1874.0,4.0,2.113943352306837,3,6937,1.6890090548075378
Old Madras Road,2 BHK,1171.0,2.0,1.8750612633917,2,6404,1.0457904435383616
Panathur,3 BHK,1315.0,2.0,1.7715874808812553,3,4494,-1.2591768126044653
Jakkur,3 BHK,1760.0,3.0,2.041392685158225,3,6250,0.8599449160797253
Hennur Road,3 BHK,1192.0,2.0,1.792391689498254,3,5201,-0.4059768910898168
Whitefield,2 BHK,1250.0,2.0,1.8573324964312685,2,5760,0.26861823780224614
Whitefield,1 BHK,709.0,1.0,1.5363690286780414,1,4849,-0.8307666681381284
Whitefield,2 BHK,1340.0,2.0,1.8864907251724818,2,5746,0.251723189851461
other,2 BHK,1355.0,2.0,1.8750612633917,2,5535,-0.0029093185496575445
Bannerghatta Road,2 BHK,1150.0,2.0,1.8129133566428555,2,5652,0.13828501075333238
Kanakapura,3 BHK,1938.0,3.0,2.0530784434834195,3,5830,0.35309347755617176
Begur Road,4 BHK,2462.0,4.0,2.093421685162235,4,5036,-0.6050970990812129
Budigere,3 BHK,1636.0,3.0,1.9294189257142926,3,5195,-0.4132176259258676
Akshaya Nagar,3 BHK,1430.0,2.0,1.8750612633917,3,5244,-0.3540849580981197
Electronic City Phase II,3 BHK,993.0,2.0,1.6989700043360187,3,5035,-0.6063038882205547
Kanakpura Road,3 BHK,1700.0,3.0,1.9444826721501687,3,5176,-0.43614661957336165
Yelahanka,2 BHK,1270.0,2.0,1.8920946026904804,2,6141,0.7284048998914697
Marathahalli,3 BHK,1650.0,3.0,1.9367649976099415,3,5239,-0.36011890379482864
Panathur,2 BHK,1109.0,2.0,1.7993405494535817,2,5680,0.1720751066549026
Sarjapur,4 Bedroom,2885.0,3.0,2.2671717284030137,4,6412,1.055444756653096
Kothanur,3 BHK,1462.0,3.0,1.8512583487190752,3,4856,-0.8223191441627358
Marathahalli,1 BHK,607.0,1.0,1.5440680443502757,1,5766,0.2758589726382969
Varthur,4 Bedroom,4500.0,5.0,2.4771212547196626,4,6666,1.3619691980459117
JP Nagar,4 BHK,3000.0,4.0,2.146128035678238,4,4666,-1.0516090806376768
EPIP Zone,2 BHK,1125.0,2.0,1.8129133566428555,2,5777,0.28913365317105666
CV Raman Nagar,3 BHK,1825.0,3.0,2.100370545117563,3,6904,1.6491850132092587
Whitefield,2 BHK,1320.0,2.0,1.9003671286564703,2,6022,0.5847969923097962
JP Nagar,4 Bedroom,3000.0,4.0,2.146128035678238,4,4666,-1.0516090806376768
Whitefield,2 BHK,750.0,2.0,1.7218106152125465,2,7026,1.7964132882089576
Yelahanka,3 BHK,1400.0,2.0,1.9060116252714128,3,5752,0.2589639246875118
Whitefield,3 Bedroom,1200.0,3.0,1.7921114090871684,3,5163,-0.451834878384805
Poorna Pragna Layout,2 BHK,965.0,2.0,1.6812412373755872,2,4974,-0.679918025720404
Haralur Road,2 BHK,1027.0,2.0,1.6434526764861874,2,4284,-1.5126025318662422
Hegde Nagar,2 Bedroom,1200.0,2.0,1.8750612633917,2,6250,0.8599449160797253
Kenchenahalli,2 BHK,1015.0,2.0,1.7634279935629373,2,5714,0.21310593739252362
Kaggalipura,3 Bedroom,2400.0,3.0,2.2174839442139063,3,6875,1.6141881281683468
7th Phase JP Nagar,3 Bedroom,3300.0,4.0,2.2041199826559246,3,4848,-0.8319734572774702
other,2 BHK,1076.0,2.0,1.7160033436347992,2,4832,-0.8512820835069389
Yeshwanthpur,1 BHK,605.0,1.0,1.6206044653897242,1,6899,1.6431510675125498
Hormavu,2 BHK,1153.0,2.0,1.8129133566428555,2,5637,0.12018317366320547
Hulimavu,2 BHK,1255.0,2.0,1.8388490907372552,2,5498,-0.04756051670530393
Marathahalli,3 BHK,1583.0,3.0,2.037426497940624,3,6885,1.6262560195617646
other,2 BHK,1505.0,2.0,1.954242509439325,2,5980,0.5341118484574409
Kathriguppe,3 BHK,1365.0,2.0,1.8755242639493086,3,5500,-0.04514693842662034
Subramanyapura,2 BHK,975.0,2.0,1.7993405494535817,2,6461,1.114577424480844
other,3 BHK,1530.0,2.0,1.9867717342662448,3,6339,0.967349149481145
Sarjapur  Road,2 BHK,1308.0,2.0,1.919078092376074,2,6345,0.9745898843171957
Bannerghatta Road,4 Bedroom,10000.0,4.0,2.6532125137753435,4,4500,-1.2519360777684145
Sarjapur  Road,3 BHK,1592.0,3.0,1.9590413923210936,3,5716,0.2155195156712072
Thanisandra,3 BHK,1698.0,3.0,2.0086001717619175,3,6007,0.5666951552196693
other,3 BHK,1500.0,3.0,1.845098040014257,3,4666,-1.0516090806376768
Electronic City,2 BHK,1152.0,2.0,1.8178957571617955,2,5707,0.20465841341713106
Pattandur Agrahara,2 BHK,900.0,2.0,1.6232492903979006,2,4666,-1.0516090806376768
Akshaya Nagar,3 BHK,1419.0,2.0,1.863322860120456,3,5144,-0.4747638720322991
Amruthahalli,2 BHK,1200.0,2.0,1.7403626894942439,2,4583,-1.1517725792030455
Sarjapur  Road,2 BHK,1016.0,2.0,1.6532125137753437,2,4429,-1.337618106661682
Budigere,2 BHK,1444.0,2.0,1.845098040014257,2,4847,-0.833180246416812
Whitefield,2 BHK,1415.0,2.0,1.8260748027008264,2,4734,-0.9695474191624347
other,3 BHK,1600.0,3.0,1.8573324964312685,3,4500,-1.2519360777684145
Dasarahalli,7 Bedroom,2400.0,3.0,2.1760912590556813,7,6250,0.8599449160797253
Sarjapur  Road,2 BHK,1150.0,2.0,1.8864907251724818,2,6695,1.3969660830868238
5th Phase JP Nagar,3 BHK,1485.0,2.0,1.8260748027008264,3,4511,-1.2386613972356548
Hennur Road,2 BHK,1036.0,2.0,1.774224904868919,2,5739,0.24327566587606847
other,2 BHK,1400.0,2.0,1.9030899869919435,2,5714,0.21310593739252362
Kenchenahalli,1 BHK,715.0,1.0,1.6532125137753437,1,6293,0.9118368490714225
Jakkur,4 BHK,2283.0,4.0,2.113943352306837,4,5694,0.18897015460568772
Nagarbhavi,3 BHK,1400.0,2.0,1.9294189257142926,3,6071,0.6439296601375442
Padmanabhanagar,3 BHK,1400.0,3.0,1.8129133566428555,3,4642,-1.0805720199818798
Nagarbhavi,3 BHK,1515.0,2.0,1.8976270912904414,3,5214,-0.39028863227837346
Yeshwanthpur,3 BHK,1382.0,2.0,1.8818409683249275,3,5512,-0.03066546875451881
Yelahanka,3 BHK,1391.0,2.0,1.8095597146352678,3,4636,-1.0878127548179306
Chandapura,1 BHK,620.0,1.0,1.4313637641589874,1,4354,-1.4281272921123165
Whitefield,2 BHK,1405.0,2.0,1.9268567089496924,2,6014,0.5751426791950619
Harlur,2 BHK,1174.0,2.0,1.8920946026904804,2,6643,1.3342130478410505
Seegehalli,2 Bedroom,1155.0,2.0,1.8573324964312685,2,6233,0.8394295007109148
Thanisandra,3 BHK,1411.0,3.0,1.968669701720392,3,6593,1.2738735908739607
other,2 BHK,745.0,2.0,1.6989700043360187,2,6711,1.4162747093162924
Jigani,2 BHK,923.0,2.0,1.6989700043360187,2,5417,-0.14531043699198926
other,3 BHK,1460.0,3.0,1.845098040014257,3,4794,-0.897140070801927
other,2 BHK,1355.0,2.0,1.9777236052888478,2,7011,1.7783114511188307
other,1 BHK,833.0,1.0,1.6901960800285136,1,5882,0.41584651280194507
Yeshwanthpur,1 BHK,669.0,1.0,1.5664374921950703,1,5508,-0.03549262531188599
7th Phase JP Nagar,3 Bedroom,2200.0,4.0,2.0211892990699383,3,4772,-0.9236894318674466
Kothanur,3 BHK,1790.0,3.0,2.0211892990699383,3,5865,0.39533109743313455
NGR Layout,2 BHK,1020.0,2.0,1.6532125137753437,2,4411,-1.3593403111698343
Yeshwanthpur,3 BHK,1385.0,2.0,1.8818409683249275,3,5500,-0.04514693842662034
Kanakpura Road,2 BHK,1207.0,2.0,1.9025467793139914,2,6619,1.3052501084968473
Varthur,2 BHK,1140.0,2.0,1.7442929831226763,2,4868,-0.8078376744906343
other,2 BHK,1220.0,2.0,1.8325089127062364,2,5573,0.04294866874533063
Iblur Village,4 BHK,3596.0,5.0,2.401400540781544,4,7007,1.7734842945614635
Sarjapur  Road,3 BHK,1965.0,3.0,2.0791812460476247,3,6106,0.686167280014507
Koramangala,3 BHK,1760.0,2.0,2.060697840353612,3,6534,1.202673031652795
Haralur Road,2 BHK,1225.0,2.0,1.845098040014257,2,5714,0.21310593739252362
Marathahalli,2 BHK,1075.0,2.0,1.7195798577137233,2,4877,-0.7969765722365582
Panathur,2 BHK,1000.0,2.0,1.8325089127062364,2,6800,1.5236789427177122
Hennur Road,3 BHK,1891.0,3.0,2.037426497940624,3,5764,0.27344539435961335
Yelahanka,2 BHK,1322.0,2.0,1.9344984512435677,2,6505,1.1676761466118828
other,3 BHK,1545.0,3.0,1.9294189257142926,3,5501,-0.043940149287278546
Thanisandra,3 BHK,1996.0,3.0,2.130333768495006,3,6763,1.4790277445620656
Brookefield,2 BHK,1125.0,2.0,1.845098040014257,2,6222,0.8261548201781551
other,2 BHK,780.0,2.0,1.5440680443502757,2,4487,-1.2676243365798578
Hoodi,2 BHK,1400.0,2.0,1.9138138523837167,2,5857,0.3856767843184002
Bellandur,2 BHK,1310.0,2.0,1.8573324964312685,2,5496,-0.04997409498398752
BTM Layout,6 Bedroom,3300.0,6.0,2.2174839442139063,6,5000,-0.6485415080975174
Electronics City Phase 1,2 BHK,1175.0,2.0,1.7558748556724915,2,4851,-0.8283530898594448
Chikkalasandra,3 BHK,1428.0,2.0,1.9030899869919435,3,5602,0.07794555378624267
other,3 BHK,1200.0,2.0,1.8325089127062364,3,5666,0.1551800587041175
Badavala Nagar,3 BHK,1842.0,3.0,2.060697840353612,3,6243,0.8514973921043327
Sector 2 HSR Layout,2 BHK,1146.0,2.0,1.7403626894942439,2,4799,-0.891106125105218
Rachenahalli,1 BHK,440.0,1.0,1.4471580313422192,1,6363,0.996312088825348
Sahakara Nagar,2 BHK,1048.0,2.0,1.6989700043360187,2,4770,-0.9261030101461302
Thanisandra,3 BHK,1801.0,3.0,2.060697840353612,3,6385,1.0228614498908675
Hennur Road,2 BHK,1232.0,2.0,1.8426716337607885,2,5650,0.13587143247464878
Talaghattapura,3 BHK,1868.0,3.0,2.0791812460476247,3,6423,1.0687194371858557
Harlur,3 BHK,1730.0,3.0,2.0,3,5780,0.292754020589082
Somasundara Palya,2 BHK,1185.0,2.0,1.845098040014257,2,5907,0.4460162412854899
Whitefield,4 BHK,2400.0,4.0,2.167317334748176,4,6125,0.709096273662001
Hebbal,3 BHK,1760.0,3.0,2.089905111439398,3,6988,1.7505553009139694
Akshaya Nagar,2 BHK,1280.0,2.0,1.7781512503836436,2,4687,-1.026266508711499
Rachenahalli,2 BHK,1113.0,2.0,1.7403626894942439,2,4941,-0.7197420673186833
Yelahanka,2 BHK,1100.0,2.0,1.845098040014257,2,6363,0.996312088825348
Rachenahalli,4 BHK,3657.0,5.0,2.342422680822206,4,6015,0.5763494683344037
Ramagondanahalli,4 BHK,2800.0,4.0,2.1903316981702914,4,5535,-0.0029093185496575445
Hebbal,4 BHK,2790.0,4.0,2.296665190261531,4,7096,1.8808885279628833
Ambalipura,3 BHK,3500.0,3.0,2.296665190261531,3,5657,0.14431895645004134
other,2 BHK,1096.0,2.0,1.6812412373755872,2,4379,-1.3979575636287715
other,2 BHK,1100.0,2.0,1.6901960800285136,2,4454,-1.307448378178137
Iblur Village,4 BHK,2987.5,5.0,2.2810333672477277,4,6393,1.0325157630056019
Rachenahalli,3 BHK,1550.0,3.0,1.8721562727482928,3,4806,-0.8826586011298255
Seegehalli,3 BHK,1830.0,4.0,1.9138138523837167,3,4480,-1.2760718605552503
Hoodi,3 BHK,1746.0,3.0,1.9291633832050645,3,4865,-0.8114580419086597
Banashankari Stage III,3 BHK,1305.0,2.0,1.7781512503836436,3,4597,-1.1348775312522605
Thigalarapalya,2 BHK,1207.0,2.0,1.792391689498254,2,5136,-0.48441818514703344
Kaggalipura,2 BHK,950.0,2.0,1.6989700043360187,2,5263,-0.33115596445062556
Electronic City,2 BHK,1070.0,2.0,1.7403626894942439,2,5140,-0.47959102858966624
Ardendale,3 BHK,1732.46,3.0,1.9637878273455553,3,5310,-0.27443687490156127
Sarjapur  Road,2 BHK,985.0,2.0,1.6901960800285136,2,4974,-0.679918025720404
